扁柯盒籍,,,,
[八祸炼扒],,,,
磊丰备盒 : 岿,,,,
磊丰屈怕 : 扁夯,,,,
瘤开/瘤痢 : ,,,,
扁埃 : 2008~2018 01~12,,,,
,,,,
斥岿,瘤痢,乞闭扁柯(∩),弥历扁柯(∩),弥绊扁柯(∩)
11岿 12老,226,4.2,-6.9,17.2
11岿 12老,189,13.2,5.6,20.5
11岿 12老,192,6.8,-3.9,17.4
11岿 12老,201,4.6,-5.6,15
11岿 12老,202,4.4,-6.2,15.9
11岿 12老,203,4,-6.9,16.1
11岿 12老,174,7,-3.8,17.7
11岿 12老,175,6.6,-0.4,17.7
11岿 12老,184,12,4.8,18.1
11岿 12老,185,12.5,6.4,19.7
11岿 12老,188,11.4,2.5,19.3
11岿 12老,162,9.3,0.8,18
11岿 12老,165,8.8,0.8,17.3
11岿 12老,168,9.5,1.4,17.5
11岿 12老,169,10.7,5.2,16.6
11岿 12老,170,9.4,0.6,18.1
11岿 12老,172,8.2,-1.5,18.8
11岿 12老,146,7.3,-2.4,19.2
11岿 12老,152,8.9,-1.4,19.7
11岿 12老,155,9.4,0.5,18.4
11岿 12老,156,8.1,-0.6,18.8
12岿 12老,159,2.9,-7.7,14.7
12岿 12老,136,-3,-15.6,8
12岿 12老,137,-3.3,-13.7,7
12岿 12老,138,1.1,-9.4,12
12岿 12老,140,-1.6,-11.5,8.7
12岿 12老,143,-0.3,-9.9,12.1
12岿 12老,127,-5,-17.6,8.8
12岿 12老,129,-2.7,-15.1,8.1
12岿 12老,130,0.6,-9.4,13.9
12岿 12老,131,-3.1,-14,9.1
12岿 12老,133,-3,-14.4,9.8
12岿 12老,135,-3.6,-15.2,7.8
12岿 12老,112,-3.7,-14.1,7.6
12岿 12老,114,-4.9,-16.2,7.8
12岿 12老,115,1.5,-5.5,10.8
12岿 12老,119,-3.9,-14.4,9.6
12岿 12老,121,-4.8,-17.7,8
12岿 12老,102,-2.4,-9.8,6.6
12岿 12老,104,-0.7,-11.3,11.1
12岿 12老,105,-0.1,-10.1,10.8
12岿 12老,106,0.6,-9.7,12.9
12岿 12老,108,-4.1,-14.5,8.3
12岿 12老,90,-0.5,-11.8,11.2
12岿 12老,95,-7.5,-21.7,5.9
12岿 12老,98,-5.3,-16.9,7.9
12岿 12老,99,-6.1,-19.8,8.3
12岿 12老,100,-8.1,-23.5,6.3
12岿 12老,101,-6.2,-18.6,7.4
12岿 12老,295,1.7,-7.6,12.6
12岿 12老,284,-2.4,-15.8,11.8
12岿 12老,285,-1,-12.1,12.2
12岿 12老,288,-0.1,-10.6,13.3
12岿 12老,289,-0.3,-11.2,11.7
12岿 12老,294,2.7,-7,15.8
12岿 12老,276,-3.7,-17.7,6.7
12岿 12老,277,0.2,-10.4,12.1
12岿 12老,278,-4.4,-19.2,8.1
12岿 12老,279,-2.2,-14.1,9.1
12岿 12老,281,-1.6,-14.6,11.2
12岿 12老,283,-0.9,-11.7,12.3
12岿 12老,264,-0.5,-11.5,14.1
12岿 12老,266,3.2,-7.3,14.8
12岿 12老,271,-5.7,-21.4,6.7
12岿 12老,272,-3.9,-16.2,8
12岿 12老,273,-3.5,-14.2,7.6
12岿 12老,259,1.2,-9.4,13.3
12岿 12老,260,1.3,-9.1,12.5
12岿 12老,261,1.6,-10.3,16
12岿 12老,262,1.6,-9.7,13.1
12岿 12老,263,-0.9,-11.9,13.3
12岿 12老,252,-0.7,-13.1,11.8
12岿 12老,253,1.4,-9,14.6
12岿 12老,254,-1.8,-13.7,10.2
12岿 12老,255,0.6,-9,12.3
12岿 12老,257,1.9,-7.9,13.2
12岿 12老,258,1.4,-8,12.6
12岿 12老,244,-3.8,-17.5,9.3
12岿 12老,245,-0.9,-13.2,12.7
12岿 12老,247,-2.3,-14.7,9.6
12岿 12老,248,-3.9,-17.7,13.1
12岿 12老,251,-0.4,-12.9,13.9
12岿 12老,232,-3.9,-15.9,8.4
12岿 12老,235,-1.4,-11.7,10.7
12岿 12老,236,-3.2,-15,9.8
12岿 12老,238,-4.3,-18.5,9.5
12岿 12老,243,-1.4,-12.6,10.5
12岿 12老,211,-5.6,-19.3,8.3
12岿 12老,212,-6.2,-18.7,8
12岿 12老,216,-5.5,-18.3,7.5
12岿 12老,217,-5.6,-17.4,8.2
12岿 12老,221,-6.5,-20.8,7
12岿 12老,226,-4.7,-18.6,10
12岿 12老,189,7.9,-0.8,17.9
12岿 12老,192,-0.2,-10.8,11.9
12岿 12老,201,-5.4,-17.8,8.3
12岿 12老,202,-5.1,-17.3,9.3
12岿 12老,203,-5.4,-19.1,8.1
12岿 12老,174,-0.3,-10.8,12.2
12岿 12老,175,-0.4,-10.6,13.4
12岿 12老,184,6.6,-0.2,18
12岿 12老,185,6.4,-1.2,16.9
12岿 12老,188,6,-1.9,17.6
12岿 12老,162,2.4,-7.3,14.6
12岿 12老,165,1.3,-8.2,12.8
12岿 12老,168,2.3,-7.3,12
12岿 12老,169,4.1,-3.1,15.6
12岿 12老,170,2.4,-6.7,14.7
12岿 12老,172,0.1,-11.3,13
12岿 12老,146,-0.9,-12.7,10.8
12岿 12老,152,1.3,-9.4,13.9
12岿 12老,155,1.7,-8,12.6
12岿 12老,156,0.4,-10.2,12
01岿 13老,156,0,-10.3,15.4
01岿 13老,159,2.5,-8.1,13.3
01岿 13老,135,-3.2,-15.6,11.5
01岿 13老,136,-3.2,-20.4,13.2
01岿 13老,137,-3,-15.4,10.3
01岿 13老,138,0.9,-10.1,14.5
01岿 13老,140,-1.8,-13.5,13.2
01岿 13老,127,-5,-21.7,13.6
01岿 13老,129,-2.8,-16.6,14.1
01岿 13老,130,-0.4,-11.2,12.7
01岿 13老,131,-2.7,-16.9,14
01岿 13老,133,-2.6,-16.5,13.8
01岿 13老,108,-3.4,-16.4,11.5
01岿 13老,112,-2.9,-15.4,13.6
01岿 13老,114,-4.9,-20.3,13.2
01岿 13老,115,0.5,-6.5,9
01岿 13老,119,-3.4,-18.1,13.7
01岿 13老,121,-5.2,-22.6,12.3
01岿 13老,101,-7.2,-23.1,5.3
01岿 13老,102,-2.2,-10.6,7.9
01岿 13老,104,-1.2,-12.8,11.6
01岿 13老,105,-0.5,-11.1,12.1
01岿 13老,106,0.1,-9.7,10.5
01岿 13老,90,-0.8,-11.5,10
01岿 13老,95,-8.1,-25.8,9.6
01岿 13老,98,-5,-20.7,13.9
01岿 13老,99,-5.9,-24.5,13.3
01岿 13老,100,-8.2,-26.8,7.5
01岿 13老,294,1.7,-7.8,13.6
01岿 13老,295,0.9,-8.6,12.5
01岿 13老,283,-1.1,-12.3,13.8
01岿 13老,284,-3.2,-18.4,11
01岿 13老,285,-1.7,-14.9,12.7
01岿 13老,288,-0.6,-12.9,13.3
01岿 13老,289,-0.8,-13.3,12.1
01岿 13老,276,-4.3,-21.4,13.5
01岿 13老,277,-0.1,-11.4,13.3
01岿 13老,278,-4.9,-23.2,14
01岿 13老,279,-2.2,-15.1,12.8
01岿 13老,281,-2,-15.7,13.8
01岿 13老,263,-1.7,-14.7,13.6
01岿 13老,264,-1.4,-13.9,13.9
01岿 13老,266,2.7,-7.5,14.5
01岿 13老,271,-6.3,-25,11
01岿 13老,272,-4.2,-20.9,11.8
01岿 13老,273,-3.2,-16.5,11
01岿 13老,258,0.7,-9.8,13.3
01岿 13老,259,0.1,-10.7,13.9
01岿 13老,260,0.2,-11.6,13.3
01岿 13老,261,0.4,-12.1,15.5
01岿 13老,262,0.7,-10.8,12.9
01岿 13老,252,-1.3,-14.3,14.2
01岿 13老,253,0.9,-9.5,13.8
01岿 13老,254,-2.5,-16.7,13.6
01岿 13老,255,0.4,-10,13.2
01岿 13老,257,1.3,-9.2,14.5
01岿 13老,243,-1.7,-15.8,13.5
01岿 13老,244,-4.4,-21.5,10.5
01岿 13老,245,-1.1,-14.5,14.1
01岿 13老,247,-3.1,-18.4,13.4
01岿 13老,248,-5,-23.3,10.7
01岿 13老,251,-0.8,-13.7,14.5
01岿 13老,226,-5.1,-22,12.1
01岿 13老,232,-3.6,-19.2,13.7
01岿 13老,235,-1.5,-13.6,13.9
01岿 13老,236,-3.6,-19.4,12.7
01岿 13老,238,-4.6,-22,13.5
01岿 13老,211,-6.4,-23.2,11.7
01岿 13老,212,-6.8,-24.1,10.4
01岿 13老,216,-5.9,-21.7,9.8
01岿 13老,217,-6,-22,10.7
01岿 13老,221,-7.1,-25.6,11.3
01岿 13老,188,4.9,-2.5,16.2
01岿 13老,189,7,0.1,16.5
01岿 13老,192,-1.1,-13,12.7
01岿 13老,201,-4.9,-19.7,11.9
01岿 13老,202,-5.1,-20.6,12
01岿 13老,203,-5,-22.5,12.2
01岿 13老,172,-0.3,-12.4,14.5
01岿 13老,174,-1.1,-12.9,12.4
01岿 13老,175,-1.1,-10.8,13
01岿 13老,184,5.6,-1.6,17.4
01岿 13老,185,5.3,-1.1,15.7
01岿 13老,162,1.7,-7.5,13.2
01岿 13老,165,0.6,-8.8,13.7
01岿 13老,168,1.8,-7.9,11.5
01岿 13老,169,3.4,-4.4,12.3
01岿 13老,170,1.3,-7.2,12.9
01岿 13老,143,-0.1,-11.6,13.4
01岿 13老,146,-1.3,-15.3,14.1
01岿 13老,152,0.9,-10.2,15.1
01岿 13老,155,1.3,-8.8,12.8
02岿 13老,156,2,-9.7,19.8
02岿 13老,159,4.7,-10.7,17.2
02岿 13老,135,-0.7,-15.8,16.4
02岿 13老,136,0.6,-14.5,18
02岿 13老,137,-0.2,-15,16.3
02岿 13老,138,3.5,-12.3,18.3
02岿 13老,140,0.2,-12.3,18.5
02岿 13老,127,-1.3,-18,15.5
02岿 13老,129,-0.9,-14,15.2
02岿 13老,130,2.1,-12.1,14.1
02岿 13老,131,0,-13.9,18
02岿 13老,133,0,-14.7,18.8
02岿 13老,108,-1.2,-15.8,13.9
02岿 13老,112,-1.4,-15.9,13.4
02岿 13老,114,-1.3,-17,15.1
02岿 13老,115,1.2,-9.7,12.6
02岿 13老,119,-1,-14.8,15.2
02岿 13老,121,-1.4,-17.3,14.5
02岿 13老,101,-2.9,-19.3,11.2
02岿 13老,102,-2.1,-12.9,6.3
02岿 13老,104,0.9,-14.2,13.5
02岿 13老,105,1.8,-13,14.6
02岿 13老,106,2.1,-12.7,13.3
02岿 13老,90,1.3,-14.1,13.5
02岿 13老,95,-3.9,-21.8,10.5
02岿 13老,98,-2,-17.1,13.2
02岿 13老,99,-2.8,-19.7,13.1
02岿 13老,100,-5.3,-25.6,9.4
02岿 13老,294,3.7,-9.2,16.5
02岿 13老,295,3.2,-8.4,16.6
02岿 13老,283,1.6,-13.3,18.9
02岿 13老,284,0.2,-13.3,17.9
02岿 13老,285,1.4,-11.5,18.5
02岿 13老,288,2.2,-11.5,17.9
02岿 13老,289,2.1,-11,17.4
02岿 13老,276,-0.5,-15,16.9
02岿 13老,277,2.4,-12.5,17
02岿 13老,278,-0.6,-15.1,18.3
02岿 13老,279,1.1,-13,17.3
02岿 13老,281,1.2,-13.6,18.6
02岿 13老,263,1.4,-11.9,18.7
02岿 13老,264,1.6,-11.4,20.3
02岿 13老,266,4.5,-9,16.9
02岿 13老,271,-2.2,-17.7,13.5
02岿 13老,272,-0.3,-15.1,14.5
02岿 13老,273,-0.2,-15.4,15.5
02岿 13老,258,2.9,-8.4,16.9
02岿 13老,259,2.2,-8.1,16.2
02岿 13老,260,2.4,-8.5,16.2
02岿 13老,261,2.3,-8,17.3
02岿 13老,262,2.9,-8.1,16.9
02岿 13老,252,0.7,-10.5,19.1
02岿 13老,253,3,-12,16.5
02岿 13老,254,0.7,-11.5,19.1
02岿 13老,255,2.9,-11.5,16.9
02岿 13老,257,4,-10.2,17.6
02岿 13老,243,0.6,-11.1,20.1
02岿 13老,244,-1.2,-13.9,17.9
02岿 13老,245,1.1,-10.9,21.1
02岿 13老,247,0.2,-11.8,18.9
02岿 13老,248,-1.2,-15,16.9
02岿 13老,251,1.3,-10.6,20.2
02岿 13老,226,-1.3,-16.2,17.7
02岿 13老,232,-0.9,-14.3,17.5
02岿 13老,235,0.1,-13,16
02岿 13老,236,-0.3,-13.6,17.7
02岿 13老,238,-0.8,-14.7,19.7
02岿 13老,211,-2.4,-20.3,12.2
02岿 13老,212,-3,-21.2,12.4
02岿 13老,216,-2.9,-20.3,13
02岿 13老,217,-2.3,-20,12.6
02岿 13老,221,-2.7,-19.8,13.5
02岿 13老,188,5.9,-3.5,16.9
02岿 13老,189,8.5,-1.1,18.9
02岿 13老,192,1.7,-10.4,18.1
02岿 13老,201,-2.7,-16.6,12.2
02岿 13老,202,-1.4,-18.1,13.2
02岿 13老,203,-1.6,-17,13.2
02岿 13老,172,1.7,-9.7,20.2
02岿 13老,174,1.3,-11.3,16.1
02岿 13老,175,0.2,-9.9,15.8
02岿 13老,184,6.2,-1.8,19
02岿 13老,185,5.6,-2.9,16.5
02岿 13老,162,3.7,-9.4,14.5
02岿 13老,165,1.8,-7.4,17.9
02岿 13老,168,3.6,-9.3,14.9
02岿 13老,169,3.3,-5.2,14.9
02岿 13老,170,2.9,-6.9,16.2
02岿 13老,143,2.6,-12.5,19.4
02岿 13老,146,1.3,-11.7,20.5
02岿 13老,152,3.4,-12.2,17.7
02岿 13老,155,3.6,-11,15.8
03岿 13老,156,7.6,-3.4,26.8
03岿 13老,159,10.2,-2,19.3
03岿 13老,135,6,-6.1,25.5
03岿 13老,136,7.1,-5.7,25.1
03岿 13老,137,6.7,-4.4,25.9
03岿 13老,138,9.7,-1.9,26.9
03岿 13老,140,4.8,-4.3,26.1
03岿 13老,127,5.2,-6.1,25.1
03岿 13老,129,3.8,-6.5,19.5
03岿 13老,130,7.5,-2.4,23.9
03岿 13老,131,6.4,-3.5,25.8
03岿 13老,133,6.6,-4.5,26.1
03岿 13老,108,5.1,-4.4,23.8
03岿 13老,112,4.1,-4,20.4
03岿 13老,114,5.4,-5.7,24.5
03岿 13老,115,6.2,-1.7,16.3
03岿 13老,119,4.8,-4.8,25
03岿 13老,121,5.1,-6.8,24.7
03岿 13老,101,4.4,-6.9,21.9
03岿 13老,102,1.8,-4.1,13
03岿 13老,104,6.4,-6.3,20.4
03岿 13老,105,7.4,-3.4,19.5
03岿 13老,106,7.2,-4,19.6
03岿 13老,90,6.3,-6.1,18.8
03岿 13老,95,3,-8,22.4
03岿 13老,98,4.7,-6.2,24.7
03岿 13老,99,3.8,-7.2,23.1
03岿 13老,100,1.7,-13.8,18
03岿 13老,294,9.7,-1.4,21.8
03岿 13老,295,9.6,-3.8,21.4
03岿 13老,283,7.9,-4.5,26.6
03岿 13老,284,6.7,-8,25.5
03岿 13老,285,8.5,-6.5,24.7
03岿 13老,288,8.7,-5.1,23.3
03岿 13老,289,8.1,-6.1,24.2
03岿 13老,276,5.4,-8.3,25.4
03岿 13老,277,8.4,-3.3,27
03岿 13老,278,5.8,-8.7,26.5
03岿 13老,279,7.7,-4.4,27
03岿 13老,281,7.7,-5.8,25.5
03岿 13老,263,8.3,-6.7,23.5
03岿 13老,264,7.3,-6.2,26.5
03岿 13老,266,9.5,-2.4,22.1
03岿 13老,271,3.7,-8.3,21.8
03岿 13老,272,6,-5.5,23
03岿 13老,273,6.4,-6.1,23.8
03岿 13老,258,7.7,-3.5,21.9
03岿 13老,259,6.8,-4,22.2
03岿 13老,260,7.2,-5,24.6
03岿 13老,261,6.6,-5.1,24.2
03岿 13老,262,8,-5.5,23.3
03岿 13老,252,5.3,-4.9,25.2
03岿 13老,253,9.1,-2.7,21.1
03岿 13老,254,6.4,-7,26.3
03岿 13老,255,9.6,-2.6,22.2
03岿 13老,257,9.6,-1.6,21.4
03岿 13老,243,5.3,-4.6,26.3
03岿 13老,244,4.8,-8.5,24.5
03岿 13老,245,6.5,-4.6,27.3
03岿 13老,247,6.1,-8.1,26.5
03岿 13老,248,5.1,-8.1,23.6
03岿 13老,251,6.3,-4.8,27.3
03岿 13老,226,4.8,-6.9,26.2
03岿 13老,232,5.1,-5.9,26.7
03岿 13老,235,4.5,-5.2,22.6
03岿 13老,236,5.2,-6.6,25.3
03岿 13老,238,5.6,-6.7,27.1
03岿 13老,211,4.6,-6.6,21.5
03岿 13老,212,4.2,-7.3,23.1
03岿 13老,216,4,-9.1,20
03岿 13老,217,4.6,-6.3,22.1
03岿 13老,221,3.7,-7.9,23.1
03岿 13老,188,9.9,0.1,22.7
03岿 13老,189,12.2,3.6,21.3
03岿 13老,192,8.2,-6,21.7
03岿 13老,201,3.2,-6.9,20.8
03岿 13老,202,5.2,-5.2,24.4
03岿 13老,203,4.7,-6.1,24.7
03岿 13老,172,6,-4.4,26.9
03岿 13老,174,6.7,-5.6,22.9
03岿 13老,175,5.2,-4.7,19.7
03岿 13老,184,10,2.3,28.1
03岿 13老,185,8.9,2.2,18.5
03岿 13老,162,9.3,-1.8,18.6
03岿 13老,165,6.1,-2.8,22.3
03岿 13老,168,9.1,-1.9,18.7
03岿 13老,169,6,0.8,23.3
03岿 13老,170,7.8,-2.2,23
03岿 13老,143,9.8,-2.3,26.9
03岿 13老,146,7,-4.2,28.2
03岿 13老,152,9.4,-2.5,24.6
03岿 13老,155,9.6,-1.8,21
04岿 13老,156,11.4,0,25
04岿 13老,159,12.6,3.5,23.4
04岿 13老,135,9.4,-1.5,27.6
04岿 13老,136,10.5,-1,28.9
04岿 13老,137,10.1,-1.5,28.8
04岿 13老,138,12.3,3.3,28.7
04岿 13老,140,9.1,0,27
04岿 13老,127,9.7,-1.9,27.6
04岿 13老,129,8.6,-2.3,21.1
04岿 13老,130,10.1,-0.3,29.5
04岿 13老,131,10.8,1,27.4
04岿 13老,133,10.6,-0.2,26.7
04岿 13老,108,10,1.3,21.6
04岿 13老,112,8.9,1.9,19.8
04岿 13老,114,9.8,-1.2,26.8
04岿 13老,115,9.1,0.5,20
04岿 13老,119,9.7,-0.1,22.4
04岿 13老,121,9.3,-2.4,27.8
04岿 13老,101,9.1,-3,22.5
04岿 13老,102,6.4,0.8,15.5
04岿 13老,104,9.9,0.6,22.7
04岿 13老,105,10.8,1.5,23.6
04岿 13老,106,10.7,1.8,24.1
04岿 13老,90,10.3,2,22.1
04岿 13老,95,8.1,-3.4,20.4
04岿 13老,98,9.6,-1.1,23.1
04岿 13老,99,9.4,-2.6,23.7
04岿 13老,100,4.6,-4.2,22.7
04岿 13老,294,12.3,2.6,23.2
04岿 13老,295,12.2,0.3,23.9
04岿 13老,283,10.6,-1.6,27.9
04岿 13老,284,9.5,-3.3,27.1
04岿 13老,285,11.2,-1.9,26.5
04岿 13老,288,11.7,-1.1,23.8
04岿 13老,289,10.9,-1.1,28
04岿 13老,276,8.7,-3.5,28.2
04岿 13老,277,11.1,0.3,31.3
04岿 13老,278,9.7,-4,29
04岿 13老,279,11.1,-0.2,29
04岿 13老,281,10.7,-2,26.9
04岿 13老,263,10.8,-2.6,24.4
04岿 13老,264,10,-2,27.9
04岿 13老,266,12.1,1.7,24
04岿 13老,271,7.3,-5.3,25
04岿 13老,272,9.4,-1.9,27.9
04岿 13老,273,9.7,-1.5,28.2
04岿 13老,258,11.1,-0.8,23.3
04岿 13老,259,10.6,-1.3,24.3
04岿 13老,260,10.9,-2.2,24.4
04岿 13老,261,10.8,-1.6,22.8
04岿 13老,262,11.3,-0.4,22.8
04岿 13老,252,9.7,-1.6,23.9
04岿 13老,253,12.5,2.1,23.3
04岿 13老,254,10.2,-2.6,25.5
04岿 13老,255,12.2,1.6,22.4
04岿 13老,257,12.4,2.3,22.7
04岿 13老,243,9.5,-0.6,25.4
04岿 13老,244,8.4,-4.1,24.3
04岿 13老,245,10.7,0.3,27.7
04岿 13老,247,9.6,-3.8,27.5
04岿 13老,248,8.6,-4,25.2
04岿 13老,251,10.2,-1,26.5
04岿 13老,226,8.8,-3.2,27.6
04岿 13老,232,9.8,-2,27.1
04岿 13老,235,8.8,-0.9,21
04岿 13老,236,9.3,-2.9,24.6
04岿 13老,238,9.4,-3.2,28.4
04岿 13老,211,8.3,-1.4,23.8
04岿 13老,212,8.9,-2.8,24.3
04岿 13老,216,6.7,-2.3,22.9
04岿 13老,217,8.3,-1.8,25.5
04岿 13老,221,8.2,-4.1,26.3
04岿 13老,188,13.1,3.7,22.3
04岿 13老,189,14.3,5.8,22.5
04岿 13老,192,10.8,-2.1,23.9
04岿 13老,201,8.5,-0.9,20.7
04岿 13老,202,9.9,-1.9,24.2
04岿 13老,203,9.5,-2.8,25.3
04岿 13老,172,9.7,-1.4,24.8
04岿 13老,174,9.9,-2.9,25.1
04岿 13老,175,8.2,-1.4,22.1
04岿 13老,184,13.5,5.7,26.4
04岿 13老,185,12.1,5.1,21.6
04岿 13老,162,11.7,1.7,21.6
04岿 13老,165,10.4,2.3,22.3
04岿 13老,168,11.9,3,22
04岿 13老,169,9.6,3.8,21.3
04岿 13老,170,11.7,1.7,25
04岿 13老,143,12.3,1,28.4
04岿 13老,146,11,0.2,28.5
04岿 13老,152,12.1,2.1,25.5
04岿 13老,155,12.5,2,22.6
05岿 13老,159,18.2,10,28.1
05岿 13老,135,17.6,5,30.3
05岿 13老,136,18.7,4.8,32.2
05岿 13老,137,18.4,4.8,31.7
05岿 13老,138,19,8.1,32.5
05岿 13老,140,16.6,5.8,29.1
05岿 13老,143,20.3,8.7,34.4
05岿 13老,127,18,5,32
05岿 13老,129,16.3,4.4,30.8
05岿 13老,130,15.8,3.2,31.3
05岿 13老,131,19.2,7.4,32.4
05岿 13老,133,18.8,6.2,31.8
05岿 13老,112,16,6.8,27.1
05岿 13老,114,18.3,6,31.2
05岿 13老,115,15.7,5.3,26.6
05岿 13老,119,17.6,6.8,31.1
05岿 13老,121,17.6,4.3,32.2
05岿 13老,101,17.9,6.1,31.4
05岿 13老,102,13.5,5.6,24.3
05岿 13老,104,16.9,5.5,32.1
05岿 13老,105,18.1,6.4,33.7
05岿 13老,106,16.7,6.2,30.9
05岿 13老,108,18.2,7.9,31.8
05岿 13老,90,16.9,7,29
05岿 13老,95,16.9,5.1,30.5
05岿 13老,98,17.9,6.1,32.8
05岿 13老,99,17.1,5.7,31.6
05岿 13老,100,13.7,0.6,29.8
05岿 13老,295,18.9,8.4,31.5
05岿 13老,283,17.8,4.5,33.8
05岿 13老,284,17.6,3.3,33.1
05岿 13老,285,18.8,5.4,34.5
05岿 13老,288,19.1,5.8,33.8
05岿 13老,289,18.7,4.4,33.6
05岿 13老,294,18.4,8.8,30.6
05岿 13老,276,16.5,2.2,32.2
05岿 13老,277,17.8,3.7,32.1
05岿 13老,278,17.9,3.2,33.2
05岿 13老,279,19.2,6.3,33.1
05岿 13老,281,18.2,5.1,34
05岿 13老,264,17.9,2.4,34
05岿 13老,266,19.3,9,31.1
05岿 13老,271,15.5,2.2,30
05岿 13老,272,17.6,3.1,32.2
05岿 13老,273,17.8,4.1,32.6
05岿 13老,258,18.1,4.4,31.4
05岿 13老,259,17.6,4.9,30.6
05岿 13老,260,17.9,3.5,32.4
05岿 13老,261,17.6,4.2,31.7
05岿 13老,262,17.8,4.5,31.2
05岿 13老,263,18.5,5,34.1
05岿 13老,252,17.2,4.4,29.4
05岿 13老,253,19.3,8.8,33.5
05岿 13老,254,18.2,3.1,32.6
05岿 13老,255,18.9,8,32.3
05岿 13老,257,18.9,7.5,31.9
05岿 13老,244,16.4,0.9,31.3
05岿 13老,245,18.5,5.5,32.1
05岿 13老,247,17.7,1.9,32.2
05岿 13老,248,16.6,0.8,30.9
05岿 13老,251,17.7,4.2,31.6
05岿 13老,226,17.1,2.7,31.2
05岿 13老,232,18,4.9,32.1
05岿 13老,235,16,5.2,28.9
05岿 13老,236,17.3,4.7,31.4
05岿 13老,238,17.5,2.8,31.6
05岿 13老,243,17,5.2,28.9
05岿 13老,211,17,5.7,30.3
05岿 13老,212,17.5,5.2,32.1
05岿 13老,216,15.4,1.3,31.5
05岿 13老,217,16.7,4.1,32.8
05岿 13老,221,16.5,2.1,31.4
05岿 13老,189,19.2,11.1,26.7
05岿 13老,192,18,4.1,31.8
05岿 13老,201,15.3,5.4,27.8
05岿 13老,202,17.9,5.8,30.7
05岿 13老,203,17.9,6.3,31.4
05岿 13老,172,17.1,3.4,30.6
05岿 13老,174,17.3,2.7,32.1
05岿 13老,175,15.8,5,27.8
05岿 13老,184,18.6,10.2,27.8
05岿 13老,185,16.9,10.2,25.3
05岿 13老,188,18.3,8.5,28.2
05岿 13老,162,17.1,9,24.9
05岿 13老,165,17.2,7.4,28
05岿 13老,168,18,10.4,26.7
05岿 13老,169,14.8,6.3,24.2
05岿 13老,170,18.1,7.8,31
05岿 13老,146,18.9,5.2,32.3
05岿 13老,152,18.4,7.5,33
05岿 13老,155,18.7,9.3,32
05岿 13老,156,19.1,6.6,32.1
06岿 13老,295,22.6,15.7,30.3
06岿 13老,283,21.8,13,34.2
06岿 13老,284,22.3,11.5,32.4
06岿 13老,285,23,12.5,32.6
06岿 13老,288,23.7,13.7,33.4
06岿 13老,289,23.1,14.5,31.5
06岿 13老,294,22.2,14.4,30.6
06岿 13老,276,20.9,10.3,31.9
06岿 13老,277,20.8,12.4,32.4
06岿 13老,278,23,10.9,33
06岿 13老,279,23.7,13.6,32.7
06岿 13老,281,22.2,12.5,33.5
06岿 13老,264,22.7,12.4,32.7
06岿 13老,266,22.9,16.2,31.3
06岿 13老,271,20.3,8.8,29.8
06岿 13老,272,22.4,11.7,31.9
06岿 13老,273,22.4,11.8,32
06岿 13老,258,23,15.7,31
06岿 13老,259,22.4,14.3,30.1
06岿 13老,260,22.6,14.3,32.7
06岿 13老,261,22.4,13.2,31
06岿 13老,262,22,13.4,29.4
06岿 13老,263,22.9,13,33.3
06岿 13老,252,22.5,12.4,30.9
06岿 13老,253,23.3,15.6,32.5
06岿 13老,254,23.6,13.1,32.8
06岿 13老,255,22.6,14.5,30.8
06岿 13老,257,23.2,14.4,32
06岿 13老,244,22,11.3,31.2
06岿 13老,245,23.5,13.7,33.1
06岿 13老,247,23.6,12.8,32.4
06岿 13老,248,21.7,9.7,30.4
06岿 13老,251,22.8,12.3,32.5
06岿 13老,226,22.4,10.5,31.6
06岿 13老,232,23.5,10.8,32.4
06岿 13老,235,21.8,12.7,31.3
06岿 13老,236,23.1,11.7,32.6
06岿 13老,238,22.8,10.6,31.9
06岿 13老,243,22.4,13.9,31.4
06岿 13老,211,22,10.7,32.7
06岿 13老,212,23.3,11.5,33.8
06岿 13老,216,19,7.9,31.7
06岿 13老,217,21.5,11.8,31.4
06岿 13老,221,22.2,10.6,32
06岿 13老,189,22.2,16.1,29.2
06岿 13老,192,22.3,12.8,30.9
06岿 13老,201,21.8,13.4,30.8
06岿 13老,202,23.7,12.1,32.3
06岿 13老,203,23.3,11.8,32.5
06岿 13老,172,22,12.4,31.4
06岿 13老,174,22,13,31.4
06岿 13老,175,19.5,13.4,28.1
06岿 13老,184,21.7,16.3,30.8
06岿 13老,185,20.4,13.8,25.9
06岿 13老,188,21.1,15.9,27.2
06岿 13老,162,21.1,14.7,28.2
06岿 13老,165,22,13.9,30.2
06岿 13老,168,21.8,16.8,28
06岿 13老,169,20,12.3,27.2
06岿 13老,170,22.3,15.1,30.9
06岿 13老,146,23.9,14,33.8
06岿 13老,152,22,13.9,32
06岿 13老,155,22.4,16.1,31.4
06岿 13老,156,23.9,15.3,32.8
06岿 13老,159,21.9,15.5,27.8
06岿 13老,135,22.1,12.1,30.1
06岿 13老,136,23.2,13.6,32.5
06岿 13老,137,22.9,13.4,31.9
06岿 13老,138,22.1,15.7,34
06岿 13老,140,22.3,13.6,31.1
06岿 13老,143,24.3,15,34.4
06岿 13老,127,23.6,12.4,32.5
06岿 13老,129,22.2,11.7,31.1
06岿 13老,130,19.3,11.8,30
06岿 13老,131,24.6,13.6,32.7
06岿 13老,133,23.9,12.8,32
